#Table1
bestObjID,z
1237667444048724347,0.02787676
1237667323797831757,0.01699532
1237667323797766302,0.01865591
1237667443511853075,0.03678413
1237667444048331125,0.0210654
1237667444585463989,0.02667863
1237667323797504296,0.02287642
1237667324334637091,0.01969106
1237667444585725994,0.02541527
1237665440442089547,0.02189435
1237667444585463957,0.02480188
1237667444048855334,0.02189211
1237667444048855313,0.02510528
1237667323797831772,0.02713366
1237667443511591229,0.02780965
1237667323797897421,0.02167638
1237667324334440523,0.02269549
1237667444585660537,0.02301273
1237667324334440484,0.02383802
1237667324334506316,0.0268922
1237667323797373132,0.02276338
1237665440442220653,0.02092743
1237665427552927902,0.01783614
1237667443511656567,0.02543061
1237667443511722010,0.02341978
1237667324334702605,0.02535291
1237667444048920652,0.02414318
1237667323797962850,0.02301196
1237667443511591025,0.01857126
1237667324334309625,0.02324305
1237667323797700647,0.0191456
1237667444048527520,0.02838481
1237667444048658616,0.01570999
1237667323797372960,0.01648326
1237667444585726096,0.02565928
1237665440442024094,0.02096941
1237667443511656658,0.02515607
1237667323797897366,0.02598125
1237667444048855252,0.02518096
1237667323797635368,0.02209566
1237667444048658757,0.02195326
1237667323797766175,0.02516739
1237667443511525379,0.02365648
1237667444585529680,0.02630129
1237667324334702891,0.0220089
1237667324334637189,0.02727107
1237667444048724320,0.02652961
1237667444048461862,0.02317353
1237667443511656599,0.02500718
1237667323797569619,0.02151302
1237667444048724118,0.02336195
1237667444048658774,0.02098727
1237667323797700852,0.03240589
1237667324334309497,0.01717535
1237667444048789588,0.02659411
1237667444048789817,0.02927293
1237667324334637325,0.02454435
1237667324334571835,0.0226042
1237667444048658858,0.02570705
1237667443511656680,0.02526216
1237667323797635139,0.02796219
1237667444585398452,0.01961964
1237667323797635256,0.02121973
1237667444048330789,0.0252572
1237667443511918698,0.02198225
1237667324334375054,0.0224864
1237667444048592912,0.01842033
1237667443511853143,0.0228227
1237667323797438634,0.02512812
1237667323797569615,0.02310237
1237667324334440570,0.02395133
1237665427552993436,0.02274294
1237667444585595059,0.02640828
1237667324334506284,0.02337744
1237667444048527619,0.02055939
1237665440442155329,0.02610259
1237665440441892890,0.0208744
1237667444048724270,0.02468401
1237667324334571647,0.01658908
1237667444048593330,0.02305771
1237667324334506271,0.02026107
1237667444048592965,0.02158206
1237667444048658654,0.02235104
1237667444585726198,0.02884664
1237667444585595177,0.02095639
1237667443511591211,0.02410993
1237667444048855291,0.02374067
1237667324334768379,0.02383511
1237667324334768346,0.025495
1237667324334309429,0.02704673
1237667444048658526,0.0203301
1237665440442220827,0.02813301
1237667444585595001,0.01986554
1237667444585464245,0.02616505
1237665440442089553,0.0233463
1237667323260764326,0.02322747
1237667444585660575,0.02536228
1237667324334571535,0.02307543
1237667324334637362,0.02068225
1237667444048658878,0.0203727
1237667444048789861,0.01951386
1237667444048724108,0.017733
1237667444048724291,0.01788985
1237667324334768238,0.02574884
1237667324334375129,0.02275065
1237667444585726015,0.01913729
1237667444048789764,0.02435044
1237667443511591179,0.02552229
1237667443511591123,0.0206777
1237667444048527574,0.02435052
1237667444048658882,0.02281969
1237667323797504147,0.02383198
1237667444048658449,0.01718794
1237667444048592910,0.01974443
1237667444585463852,0.02675356
1237667324334571539,0.01875564
1237667324334571542,0.01240529
1237667444048723989,0.0254602
1237667323797635092,0.02564392
1237667444585791665,0.0227214
1237667444048461985,0.01522599
1237667444048658522,0.02266739
1237667323797504157,0.02589621
1237667444048330975,0.02467731
1237665440441892891,0.02256766
1237667444048331015,0.02700811
1237667444048527527,0.02335937
1237667323797700828,0.02251487
1237667444048724247,0.02060787
1237667324334833807,0.01983889
1237667323797504287,0.01922159
1237667324334440636,0.02627785
1237667324334243995,0.02326831
1237667443511591237,0.0245225
1237665440442024035,0.01972125
1237667443511656604,0.01922019
1237667324334571792,0.01908395
1237667323797569716,0.01899429
1237667323797766335,0.01959315
1237667443511787686,0.02567134
1237667323797569737,0.01818292
1237667324334440628,0.02065441
1237667444048593307,0.02136191
1237667444048658635,0.02671096
1237667323797700948,0.02561127
1237667443511918768,0.02706441
1237667443511590954,0.02748526
1237667324334637274,0.02191547
1237667324334637131,0.0241407
1237667324334571840,0.02498956
1237667444048527579,0.01453775
1237667324334768368,0.01759234
1237667444048723996,0.01777885
1237667444048658529,0.02570544
1237667444048658536,0.02531135
1237667444048593040,0.01608296
1237667323797700769,0.02225661
1237667323797504020,0.02416236
1237667323797962954,0.02337415
1237667444048724279,0.02337322
1237667323797897365,0.01828631
1237667444048789811,0.02857454
1237667444048396324,0.02040969
1237667444048723984,0.01547031
1237667444048724352,0.02325009
1237667252945813654,0.02366714
1237667252945748097,0.01930469
1237667444048593198,0.0282389
1237667444048658763,0.01554677
1237667324334243849,0.01867495
1237667323797635381,0.02314709
1237667444048789704,0.01935512
1237667444048724086,0.021926
1237667444048593192,0.02057693
1237667323797438604,0.02698101
1237667443511853185,0.0242378
1237667323797569745,0.02335642
1237667324334440699,0.01903112
1237667444048330864,0.02213149
1237667324334506328,0.022995
1237667444048593360,0.02412798
1237667324334506008,0.0264517
1237667444048593218,0.02927363
1237667444048658523,0.01942776
1237667444048658532,0.02390867
1237667444585201702,0.02433419
1237665440442155099,0.02411931
1237667443511525478,0.02537161
1237667444585529703,0.02121929
1237667252945682613,0.02499963
1237667444048461844,0.02351467
1237667443511525555,0.02770373
1237667324334375082,0.02138568
1237667324334768181,0.01935221
1237667324334571645,0.02225102
1237667444048724001,0.02111432
1237667323797635239,0.02004855
1237667444048592938,0.01889264
1237667444048658793,0.03134233
1237667444585201733,0.02638524
1237667324334637140,0.02503316
1237667323797831830,0.0245768
1237667444048658776,0.02086743
1237667443511525482,0.02531836
1237667323797897369,0.02745315
1237667444048723985,0.02124036
1237667324334637085,0.02125258
1237667444048658683,0.02698871
1237667323797373198,0.02536332
1237667444048265289,0.02312733
1237667323797438654,0.02266375
1237667323797962933,0.02364652
1237667324334637347,0.02047269
1237667444048789602,0.02278867
1237667324334374983,0.02307632
1237667323260829935,0.0232575
1237667444048724303,0.01625898
1237667324334571631,0.01828161
1237667444048658531,0.02303317
1237667444048658791,0.01267187
1237667444048527567,0.02528228
1237667443511656621,0.02374899
1237667444048593276,0.01917685
1237667323797700661,0.01744308
1237667252945616923,0.02185673
1237667324334506263,0.02361731
1237667324334506149,0.0260466
1237667323797438564,0.02294773
1237667323797635257,0.02344777
1237667443511459991,0.02446478
1237667324334833783,0.01637006
1237667324334374925,0.02724953
1237667443511853192,0.02595107
1237667323797831800,0.01737385
1237667444048527371,0.0237746
1237667323797504242,0.02044867
1237667444048592990,0.02557481
1237667444048527610,0.01503399
1237667444048593321,0.02615086
1237667324334243951,0.02899863
1237665440441761843,0.02200934
1237667323797504196,0.02682374
1237667323260698733,0.0247218
1237667444048265399,0.02193219
1237667323797897314,0.02355825
1237667324334375073,0.02144919
1237667324334637287,0.0248898
1237667443511656611,0.02326917
1237667444585595093,0.02547665
1237667324334506325,0.02404518
1237667444048658822,0.03279741
1237667444585332850,0.02398841
1237667444585267347,0.02304223
1237667324334702708,0.0211638
1237667443511525432,0.02485023
1237667324334637285,0.02252319
1237667444048593262,0.02904657
1237667324334571543,0.02388773
1237667444048724109,0.03311475
1237667444048658549,0.0236594
1237667323797307767,0.02293669
1237667324334309470,0.01941281
1237667324334374981,0.02411293
1237667444585463914,0.020241
1237667324334506354,0.03156341
1237665440442089583,0.02529903
1237667444048789843,0.02362565
1237667444048527629,0.01798755
1237667443511590952,0.02447844
1237667324334571728,0.02718822
1237667444048724355,0.02734583
1237667324334440764,0.02392415
1237667444048724328,0.0257351
1237667444048658912,0.02417115
1237667323797831766,0.03112869
1237665440442286144,0.0192207
1237667323797438642,0.02963925
1237667444585529472,0.0256863
1237667252945748053,0.02536839
1237667443511591044,0.01617514
1237667324334440637,0.02227376
1237667444048658525,0.03141962
1237667324334506238,0.02682729
1237667444048789675,0.02007744
1237667323797635081,0.02306956
1237667444048527492,0.02190111
1237667444048527399,0.0200533
1237667323797700726,0.02798339
1237667324334374924,0.02312829
1237667443511656452,0.01661109
1237667443511590950,0.0243872
1237667443511722013,0.0209099
1237667324334637348,0.03324928
1237667323797897347,0.02639038
1237667444048527503,0.01897641
1237667444048855377,0.0354218
1237667444048724298,0.02624773
1237667444048723983,0.02150175
1237667323797504163,0.03044434
1237667323797897301,0.02519144
1237667444048593305,0.02345661
1237667444048527531,0.01914904
1237667324334506253,0.0295911
1237667444048658528,0.02678836
1237667444585267373,0.02250939
1237667324334702748,0.01662251
1237667324334637213,0.01728046
1237667323797766246,0.02691501
1237667324334833870,0.01928198
1237667323797504193,0.02155076
1237667444048724362,0.02225512
1237667323797700807,0.0226934
1237667323797504055,0.02012796
1237667444585595157,0.02508161
1237665440441958487,0.02303872
1237667324334637239,0.02552748
1237667324334702963,0.02342906
1237667444048461861,0.01953211
1237667324334571849,0.02523349
1237667324334571861,0.01948424
1237667443511787541,0.01886249
1237667324334702990,0.0227095
1237667324334571778,0.02576436
1237667444048724135,0.02501526
1237667444048527840,0.02366776
1237665440442155264,0.02369337
1237667444585726083,0.02533837
1237667323797373096,0.02091072
1237667323797373209,0.02222386
1237667324334702681,0.02324185
1237667324334702622,0.02125549
1237667323797962757,0.02621074
1237667324334637329,0.02716134
1237667444048789881,0.02741085
1237667443511853161,0.01964111
1237667324334637086,0.02424595
1237667324334571832,0.0280615
1237667444048724004,0.02071731
1237667323797504263,0.01928272
1237667443511656590,0.02561549
1237667324334309600,0.0216317
1237667444585398365,0.02729973
1237667444585398354,0.01969534
1237667323260895278,0.02625441
1237667444585529470,0.02237232
1237667444048461951,0.02702302
1237667443511591026,0.02013972
1237667324334637356,0.02608
1237667323797766325,0.02535635
1237667324334571629,0.02224383
1237667324334506291,0.02490416
1237667443511787630,0.01965179
1237665427553058914,0.02360363
1237667323797635258,0.02083039
1237667443511590951,0.02413054
1237665440441892998,0.02436011
1237667324334702866,0.02876968
1237667444048724248,0.02892486
1237667323797635203,0.01885658
1237667324334637152,0.01912005
1237667444048593338,0.02137562
1237667444048593228,0.02235485
1237667444048658805,0.02080937
1237667323797438566,0.02242385
1237667323797700611,0.02276696
1237667323797700671,0.02011746
1237667444585791644,0.02988449
1237667444048330974,0.01979616
1237665427552927881,0.02368247
1237667323797438661,0.02608517
1237667323260698686,0.01738534
1237667324334309460,0.02308207
1237667444048658808,0.02270657
